maincomm_code,Comm_code,Variety_code,Commodity,Start_date,MSP,CostA1FL,TotalC3,,,
2,49,,Tur,1/4/2007,1550,,,,,
2,49,,Tur,1/4/2008,2000,,,,,
2,49,,Tur,1/4/2009,2300,,,,,
2,49,,Tur,1/4/2010,3000,,,,,
2,49,,Tur,1/4/2011,3200,,,,,
2,49,,Tur,1/4/2012,3850,,,,,
2,49,,Tur,1/4/2013,5000,,,,,
2,49,,Tur,1/4/2014,4350,,,,,
2,49,,Tur,1/4/2015,4625,4009,6286,,,
2,49,,Tur,1/4/2016,5500,3500,6403,,,
2,49,,Tur,1/4/2017,6000,4918,7302,,,
2,9,,Green gram,1/4/2007,1700,,,,,
2,9,,Green gram,1/4/2008,2520,,,,,
2,9,,Green gram,1/4/2009,2760,,,,,
2,9,,Green gram,1/4/2010,3170,,,,,
2,9,,Green gram,1/4/2011,3500,,,,,
2,9,,Green gram,1/4/2012,4400,,,,,
2,9,,Green gram,1/4/2013,4500,,,,,
2,9,,Green gram,1/4/2014,4600,,,,,
2,9,,Green gram,1/4/2015,4850,,,,,
2,9,,Green gram,1/4/2016,5225,4475,6742,,,
2,9,,Green gram,1/4/2017,5575,4038,6134,,,
2,8,,Black gram,1/4/2007,1700,,,,,
2,8,,Black gram,1/4/2008,2520,,,,,
2,8,,Black gram,1/4/2009,2520,,,,,
2,8,,Black gram,1/4/2010,2900,,,,,
2,8,,Black gram,1/4/2011,3300,,,,,
2,8,,Black gram,1/4/2012,4300,,,,,
2,8,,Black gram,1/4/2013,4300,,,,,
2,8,,Black gram,1/4/2014,4350,,,,,
2,8,,Black gram,1/4/2015,4625,,,,,
2,8,,Black gram,1/4/2016,5000,7937,11145,,,
2,8,,Black gram,1/4/2017,5400,5546,8143,,,
2,6,,Bengal Gram,1/4/2007,1600,,,,,
2,6,,Bengal Gram,1/4/2008,1730,,,,,
2,6,,Bengal Gram,1/4/2009,1760,,,,,
2,6,,Bengal Gram,1/4/2010,2100,,,,,
2,6,,Bengal Gram,1/4/2011,2800,,,,,
2,6,,Bengal Gram,1/4/2012,3000,,,,,
2,6,,Bengal Gram,1/4/2013,3100,,,,,
2,6,,Bengal Gram,1/4/2014,3175,,,,,
2,6,,Bengal Gram,1/4/2015,3425,3456,4963,,,
2,6,,Bengal Gram,1/4/2016,4000,4547,6627,,,
2,6,,Bengal Gram,1/4/2017,4400,4572,6724,,,
3,13,,Soyabean,1/4/2007,1050,,,,,
3,13,,Soyabean,1/4/2008,1390,,,,,
3,13,,Soyabean,1/4/2009,1390,,,,,
3,13,,Soyabean,1/4/2010,1440,,,,,
3,13,,Soyabean,1/4/2011,1690,,,,,
3,13,,Soyabean,1/4/2012,1690,,,,,
3,13,,Soyabean,1/4/2013,2560,,,,,
3,13,,Soyabean,1/4/2014,2560,,,,,
3,13,,Soyabean,1/4/2015,2600,2324,3647,,,
3,13,,Soyabean,1/4/2016,2775,2685,4103,,,
3,13,,Soyabean,1/4/2017,3050,2787,4066,,,
4,15,,Cotton,1/4/2007,2030,,,,,
4,15,,Cotton,1/4/2008,3000,,,,,
4,15,,Cotton,1/4/2009,3000,,,,,
4,15,,Cotton,1/4/2010,3000,,,,,
4,15,,Cotton,1/4/2011,3300,,,,,
4,15,,Cotton,1/4/2012,3900,,,,,
4,15,,Cotton,1/4/2013,4000,,,,,
4,15,,Cotton,1/4/2014,4050,,,,,
4,15,,Cotton,1/4/2015,4100,2915,4528,,,
4,15,,Cotton,1/4/2016,4160,4122,6059,,,
4,15,,Cotton,1/4/2017,4320,3765,6014,,,
3,129,5,Copra  Ball,1/4/2007,3910,,,,,
3,129,5,Copra  Ball,1/4/2008,4700,,,,,
3,129,5,Copra  Ball,1/4/2009,4700,,,,,
3,129,5,Copra  Ball,1/4/2010,4775,,,,,
3,129,5,Copra  Ball,1/4/2011,5350,,,,,
3,129,5,Copra  Ball,1/4/2012,5500,,,,,
3,129,5,Copra  Ball,1/4/2013,6500,,,,,
3,129,5,Copra  Ball,1/4/2014,5830,,,,,
3,129,5,Copra  Ball,1/4/2015,6240,,,,,
3,129,5,Copra  Ball,1/4/2016,7785,8913,11529,,,
3,129,5,Copra  Ball,1/4/2017,7785,6685,10177,,,
5,19,12,Banana (ELAKKI BALE),1/4/2015,,,,,,
5,19,12,Banana (ELAKKI BALE),1/4/2016,,8913,11529,,,
5,19,12,Banana (ELAKKI BALE),1/4/2017,,6685,10177,,,
5,19,11,Banana (PACHHA BALE),1/4/2015,,,,,,
5,19,11,Banana (PACHHA BALE),1/4/2016,,753,1430,,,
5,19,11,Banana (PACHHA BALE),1/4/2017,,1211,2185,,,
5,22,2,Grapes(Black),1/4/2015,,,,,,
5,22,2,Grapes(Black),1/4/2016,,382,691,,,
5,22,2,Grapes(Black),1/4/2017,,343,798,,,
5,22,4,Grapes(White),1/4/2015,,,,,,
5,22,4,Grapes(White),1/4/2016,,812,2050,,,
5,22,4,Grapes(White),1/4/2017,,2151,3846,,,
5,190,,Pomegranate,1/4/2015,,,,,,
5,190,,Pomegranate,1/4/2016,,1385,3803,,,
5,190,,Pomegranate,1/4/2017,,2741,5348,,,
10,37,,Coconut*,1/4/2015,,,,,,
10,37,,Coconut*,1/4/2016,,12000,16000,,,
10,37,,Coconut*,1/4/2017,,10000,17000,,,
11,140,16,Arecanut (Rashi),1/4/2015,,,,,,
11,140,16,Arecanut (Rashi),1/4/2016,,14853,24843,,,
11,140,16,Arecanut (Rashi),1/4/2017,,12688,25047,,,
11,140,25,Arecanut (Chali),1/4/2015,,,,,,
11,140,25,Arecanut (Chali),1/4/2016,,11110,18583,,,
11,140,25,Arecanut (Chali),1/4/2017,,10662,22835,,,
11,140,28,Arecanut (Hosa Chali),1/4/2015,,,,,,
11,140,28,Arecanut (Hosa Chali),1/4/2016,,11110,18583,,,
11,140,28,Arecanut (Hosa Chali),1/4/2017,,10662,22835,,,
11,140,29,Arecanut (Hale Chali),1/4/2015,,,,,,
11,140,29,Arecanut (Hale Chali),1/4/2016,,11110,18583,,,
11,140,29,Arecanut (Hale Chali),1/4/2017,,10662,22835,,,
*=for 1000 nuts,,,,,,,,,,
